1;	BCD-Template-Server-Package
1444;	Microsoft-Windows-ServicingStack-OneCoreDS-CrossArch-Package
1445;	Microsoft-Windows-ServicingStack-OnecoreDs-Package
1446;	Microsoft-Windows-Shell-Wallpaper-Common-Package
1447;	Microsoft-Windows-ShellAPI-Package
1448;	Microsoft-Windows-ShellAPI-WOW64-Package
1449;	Microsoft-Windows-ShellExperienceHost-Package
1450;	Microsoft-Windows-ShellOptions-Package
1451;	Microsoft-Windows-ShellSync-Package
1452;	Microsoft-Windows-Shielded-VM-Tools-AdminPack-Core-Package
1453;	Microsoft-Windows-Shielded-VM-Tools-AdminPack-Package
1454;	Microsoft-Windows-SimpleTCP-Opt-Package
1455;	Microsoft-Windows-SimpleTCP-Package
1456;	Microsoft-Windows-Singulus-ServerCore-Tapi-Package
1457;	Microsoft-Windows-SKU-Foundation-Package-avcore-noindeo-DirectShow-Group-Package
1458;	Microsoft-Windows-SKU-Foundation-Package-avcore-noindeo-Other-Group-merged-Package
1459;	Microsoft-Windows-SKU-Foundation-Package-avcore-noindeo-Other-Group-Package
1460;	Microsoft-Windows-Slb-Mux-Package
1461;	Microsoft-Windows-SLB-Package
1462;	Microsoft-Windows-SMB1-Package
1463;	Microsoft-Windows-SMB1Client-D-Opt-Package
1464;	Microsoft-Windows-SMB1Server-D-Opt-Package
1465;	Microsoft-Windows-SmbBandwidthLimit-Package
1466;	Microsoft-Windows-SmbDirect-Opt-Package
1467;	Microsoft-Windows-SmbDirect-Package
1468;	Microsoft-Windows-SMBHashGeneration-Package
1469;	Microsoft-Windows-SMBHashGeneration-PeerDistSMBCombined-Package
1470;	Microsoft-Windows-SmbWitness-Package
1471;	Microsoft-Windows-Smtpsvc-Admin-Package
1472;	Microsoft-Windows-Smtpsvc-Service-Package
1473;	Microsoft-Windows-SnippingTool-Package
1474;	Microsoft-Windows-SNMP-SC-Package
1475;	Microsoft-Windows-SoftwareInventoryLogging-Package
1476;	Microsoft-Windows-Spelling-Dictionaries-ba-ru-Package
1477;	Microsoft-Windows-Spelling-Dictionaries-en-gb-Package
1478;	Microsoft-Windows-Spelling-Dictionaries-en-us-Package
1479;	Microsoft-Windows-Spelling-Dictionaries-ja-Package
1480;	Microsoft-Windows-Spelling-Dictionaries-ru-Package
1481;	Microsoft-Windows-Spelling-Dictionaries-sah-ru-Package
1482;	Microsoft-Windows-Spelling-Dictionaries-tt-Package
1483;	Microsoft-Windows-Spelling-Dictionaries-vi-Package
1484;	Microsoft-Windows-SrvInitConfig-Package-Package
1485;	Microsoft-Windows-StepsRecorder-Package
1486;	Microsoft-Windows-StepsRecorder-Package
1487;	Microsoft-Windows-StorageDrivers-Package
1488;	Microsoft-Windows-StorageManagement-FoD-Package
1489;	Microsoft-Windows-StorageManagement-Package
1490;	Microsoft-Windows-StorageManagementService-Package
1491;	Microsoft-Windows-StorageMigrationService-Management-OptionalFeature-Package
1492;	Microsoft-Windows-StorageMigrationService-Management-Package
1493;	Microsoft-Windows-StorageMigrationService-OptionalFeature-Package
1494;	Microsoft-Windows-StorageMigrationService-Package
1495;	Microsoft-Windows-StorageMigrationService-Proxy-OptionalFeature-Package
1496;	Microsoft-Windows-StorageMigrationService-Proxy-Package
1497;	Microsoft-Windows-StorageService-Package
1498;	Microsoft-Windows-SvcCtrl-MMC-Package
1499;	Microsoft-Windows-SXS-merged-Package
1500;	Microsoft-Windows-SXS-Package
1501;	Microsoft-Windows-SXS-Runtime-Package
1502;	Microsoft-Windows-SXS-Runtime-WOW64-Package
1503;	Microsoft-Windows-SXS-WOW64-merged-Package
1504;	Microsoft-Windows-SXS-WOW64-Package
1505;	Microsoft-Windows-SystemControl-Package
1506;	Microsoft-Windows-SystemInsights-Management-OptionalFeature-Package
1507;	Microsoft-Windows-SystemInsights-Management-Package
1508;	Microsoft-Windows-SystemInsights-OptionalFeature-Package
1509;	Microsoft-Windows-SystemInsights-Package
1510;	Microsoft-Windows-SystemSettings-SettingsHandlers-InputPersonalization-Package
1511;	Microsoft-Windows-Tablet-Package
1512;	Microsoft-Windows-TableTextServices-Package
1513;	Microsoft-Windows-TabletPC-IHM-Package
1514;	Microsoft-Windows-TabletPC-merged-Package
1515;	Microsoft-Windows-TabletPC-Package
1516;	Microsoft-Windows-TabletPCMath-Base-Package
1517;	Microsoft-Windows-TabletPCMath-Base-WOW64-Package
1518;	Microsoft-Windows-TabletPCMath-Package
1519;	Microsoft-Windows-TabletPCMath-Package
1520;	Microsoft-Windows-TAPI-Package
1521;	Microsoft-Windows-Telnet-Client-Opt-Package
1522;	Microsoft-Windows-Telnet-Client-Package
1523;	Microsoft-Windows-TerminalServices-AppCompat-Opt-Package
1524;	Microsoft-Windows-TerminalServices-AppCompat-Opt-WOW64-Package
1525;	Microsoft-Windows-TerminalServices-AppServer-Opt-Package
1526;	Microsoft-Windows-TerminalServices-AppServer-Opt-WOW64-Package
1527;	Microsoft-Windows-TerminalServices-AppServer-Package
1528;	Microsoft-Windows-TerminalServices-AppServer-WOW64-Package
1529;	Microsoft-Windows-TerminalServices-CommandLineTools-Package
1530;	Microsoft-Windows-TerminalServices-DesktopExperience-Mandatory-Package
1531;	Microsoft-Windows-TerminalServices-Drprov-Package
1532;	Microsoft-Windows-TerminalServices-Drprov-WOW64-Package
1533;	Microsoft-Windows-TerminalServices-Gateway-Package
1534;	Microsoft-Windows-TerminalServices-Gateway-UI-Package
1535;	Microsoft-Windows-TerminalServices-Licensing-Diagnosis-UI-Package
1536;	Microsoft-Windows-TerminalServices-Licensing-Package
1537;	Microsoft-Windows-TerminalServices-Licensing-UI-Package
1538;	Microsoft-Windows-TerminalServices-MiscRedirection-Package
1539;	Microsoft-Windows-TerminalServices-Publishing-WMIProvider-Package
1540;	Microsoft-Windows-TerminalServices-Role-Package
1541;	Microsoft-Windows-TerminalServices-RsatRoot-Package
1542;	Microsoft-Windows-TerminalServices-SessionDirectoryServer-Package
1543;	Microsoft-Windows-TerminalServices-TSV-VmHostAgent-Package
1544;	Microsoft-Windows-TerminalServices-UsbRedirector-Package
1545;	Microsoft-Windows-TerminalServices-WebAccess-Package
1546;	Microsoft-Windows-TerminalServices-WMIProvider-Package
1547;	Microsoft-Windows-TestRoot-and-FlightSigning-Package
1548;	Microsoft-Windows-TestRoot-and-FlightSigning-WOW64-Package
1549;	Microsoft-Windows-TextPrediction-Dictionaries-en-Package
1550;	Microsoft-Windows-TextPrediction-Dictionaries-ru-Package
1551;	Microsoft-Windows-TextPrediction-Package
1552;	Microsoft-Windows-TFTP-Client-Opt-Package
1553;	Microsoft-Windows-TFTP-Client-Package
1554;	Microsoft-Windows-Theming-CPL-Package
1555;	Microsoft-Windows-Tiering-Package
1556;	Microsoft-Windows-TimeZone-Sync-Package
1557;	Microsoft-Windows-TimeZone-Sync-WOW64-Package
1558;	Microsoft-Windows-Troubleshooting-Client-Package
1559;	Microsoft-Windows-TroubleShooting-merged-Package
1560;	Microsoft-Windows-TroubleShooting-Package
1561;	Microsoft-Windows-TrustedExecution-Package
1562;	Microsoft-Windows-TS-APPX-Package
1563;	Microsoft-Windows-TS-Broker-Package
1564;	Microsoft-Windows-TS-merged-Package
1565;	Microsoft-Windows-TS-Package
1566;	Microsoft-Windows-TS-RDP-Package
1567;	Microsoft-Windows-TVTuner-Package
1568;	Microsoft-Windows-UDFS-Package
1569;	Microsoft-Windows-UI-Shell-WindowTabManager-Package
1570;	Microsoft-Windows-UI-ShellCommon-TileControl-Package
1571;	Microsoft-Windows-UNIMODEM-Package
1572;	Microsoft-Windows-UpdateClient-SchedulingAndUI-Package
1573;	Microsoft-Windows-UpdateClient-SchedulingAndUI-WOW64-Package
1574;	Microsoft-Windows-UpdateServices-API-Package
1575;	Microsoft-Windows-UpdateServices-CoreServices-Package
1576;	Microsoft-Windows-UpdateServices-UI-Package
1577;	Microsoft-Windows-UserExperience-Desktop-Package
1578;	Microsoft-Windows-Utilities-Package
1579;	Microsoft-Windows-VAN-Package
1580;	Microsoft-Windows-VaultUI-Package
1581;	Microsoft-Windows-VDS-Package
1582;	Microsoft-Windows-VdsInterop-Package
1583;	Microsoft-Windows-VideoForWindows-Package
1584;	Microsoft-Windows-VolumeActivation-Full-Role-Package
1585;	Microsoft-Windows-VSS-Package
1586;	Microsoft-Windows-VssApi-Group-Package
1587;	Microsoft-Windows-VssApi-Group-WOW64-Package
1588;	Microsoft-Windows-WCN-merged-Package
1589;	Microsoft-Windows-WCN-Package
1590;	Microsoft-Windows-WCN-WOW64-merged-Package
1591;	Microsoft-Windows-WCN-WOW64-Package
1592;	Microsoft-Windows-Web-Services-for-Management-EventFwd-Plugin-Package
1593;	Microsoft-Windows-Web-Services-for-Management-WinRM-WecSvc-Http-Registration-Package
1594;	Microsoft-Windows-WebcamExperience-Package
1595;	Microsoft-Windows-WebcamExperience-WOW64-Package
1596;	Microsoft-Windows-WebDav-ServerOnly-Package
1597;	Microsoft-Windows-WebDav-ServerOnly-WOW64-Package
1598;	Microsoft-Windows-WHEA-Package
1599;	Microsoft-Windows-win32calc-Package
1600;	Microsoft-Windows-WindowsAppCompat-ACWinRT-Package
1601;	Microsoft-Windows-WindowsAppCompat-Package
1602;	Microsoft-Windows-WindowsImageAcquisition-All-Feature-Package
1603;	Microsoft-Windows-WindowsMediaPlayer-Troubleshooters-Package
1604;	Microsoft-Windows-WinOcr-Opt-Package
1605;	Microsoft-Windows-WinOcr-Package
1606;	Microsoft-Windows-WINOMI-Group-Package
1607;	Microsoft-Windows-WINOMI-Group-WOW64-Package
1608;	Microsoft-Windows-WinRM-IIS-Extensions-Package
1609;	Microsoft-Windows-WinSat-Package
1610;	Microsoft-Windows-WinSATMediaFiles-Package
1611;	Microsoft-Windows-WirelessNetworking-Package
1612;	Microsoft-Windows-WMI-SNMP-Provider-Opt-Package
1613;	Microsoft-Windows-WMI-SNMP-Provider-Opt-WOW64-Package
1614;	Microsoft-Windows-WMI-SNMP-Provider-SC-Package
1615;	Microsoft-Windows-WMIEvents-merged-Package
1616;	Microsoft-Windows-WMIEvents-Package
1617;	Microsoft-Windows-WMIEvents-WOW64-Package
1618;	Microsoft-Windows-WMIGUI-Package
1619;	Microsoft-Windows-WmiPerf-Package
1620;	Microsoft-Windows-WmiPerf-WOW64-Package
1621;	Microsoft-Windows-WMPNetworkSharingService-Opt-Package
1622;	Microsoft-Windows-WMPNetworkSharingService-Opt-WOW64-Package
1623;	Microsoft-Windows-WMPNetworkSharingService-Package
1624;	Microsoft-Windows-WMPNetworkSharingService-WOW64-Package
1625;	Microsoft-Windows-WMX-Package
1626;	Microsoft-Windows-WordPad-FoD-Package
1627;	Microsoft-Windows-WordPad-FoD-Package
1628;	Microsoft-Windows-WPD-LegacyWmdmFeature-Feature-Package
1629;	Microsoft-Windows-WPD-LegacyWmdmFeature-Feature-WOW64-Package
1630;	Microsoft-Windows-WPD-UltimatePortableDeviceFeature-Feature-Package
1631;	Microsoft-Windows-WPD-UltimatePortableDeviceFeature-Feature-WOW64-Package
1632;	Microsoft-Windows-WVR-AdminPack-Package
1633;	Microsoft-Windows-WVR-Cluster-Package
1634;	Microsoft-Windows-WVR-Package
1635;	Microsoft-Windows-Xps-Foundation-Server-Package
1636;	Microsoft-Windows-Xps-Xps-Viewer-Opt-Package
1637;	Microsoft-Windows-Xps-Xps-Viewer-Opt-Package
1638;	Microsoft-Windows-Xwizards-Package
1639;	Microsoft-WindowsCore-CoreGlobConfig-Package
1640;	Microsoft-WindowsCoreHeadless-AppRuntime-merged-Package
1641;	Microsoft-WindowsCoreHeadless-AppRuntime-Package
1642;	Microsoft-WindowsCoreHeadless-DeviceRuntime-Package
1643;	Microsoft.PowerShell.DSC.Deployment-Group-Package
1644;	Microsoft.PowerShell.DSC.Deployment-Group-WOW64-Package
1645;	MicrosoftWindows-UndockedDevKit-Package
1646;	Msix-PackagingTool-Driver-Package
1647;	MSMQ-Driver-Package
1648;	Multimedia-AudioCore-Full-merged-Package
1649;	Multimedia-AudioCore-Full-Package
1650;	Multimedia-FrameServer-Package
1651;	Multimedia-Lights-Package
1652;	Multimedia-MFCore-Package
1653;	Multimedia-MFCore-WCOSHeadless-Package
1654;	Multimedia-MFCore-WCOSHeadless-WOW64-Package
1655;	Multimedia-MFCore-WCOSMinusHeadless-Package
1656;	Multimedia-MFCore-WCOSMinusHeadless-WOW64-Package
1657;	Multimedia-MFCore-WOW64-Package
1658;	Multimedia-MMECoreBase-Full-Package
1659;	Multimedia-MMECoreBase-Package
1660;	Multimedia-NetworkedCameraSource-Package
1661;	Multimedia-RestrictedCodecsCore-Server-Package
1662;	Multimedia-RestrictedCodecsCore-Server-WOW64-Package
1663;	Multimedia-RestrictedCodecsExt-Server-Package
1664;	Multimedia-RestrictedCodecsExt-Server-WOW64-Package
1665;	MultiPoint-Connector-Opt-Package
1666;	MultiPoint-Help-Package
1667;	MultiPoint-Tools-Opt-Package
1668;	NetworkController-Server-Package
1669;	NetworkController-Tools-Package
1670;	Networking-MPSSVC-Rules-ServerEdition-Package
1671;	OpenSSH-Client-Package
1672;	OpenSSH-Server-Package
1673;	PowerShell-SConfig-Package
1674;	Product-onecore__Microsoft-OneCore-Cmd-Package
1675;	Product-onecore__Microsoft-OneCore-Cmd-WOW64-Package
1676;	Product-onecore__Microsoft-OneCore-Connectivity-HIDMiniports-Package
1677;	Product-onecore__Microsoft-OneCore-WSD-Package
1678;	Product-onecore__Microsoft-Windows-Network-Security-MPSSVC-Package
1679;	Product-onecore__Microsoft-Windows-Network-Security-MPSSVC-WOW64-Package
1680;	RemoteDesktopServices-Base-Package
1681;	ServiceInitiatedHealing-Client-Package
1682;	SystemMaintenanceService-Server-Package
1683;	SystemMaintenanceService-Server-WOW64-Package
1684;	UnifiedComposition-Package
1685;	Windows-Defender-AM-Default-Definitions-Package
1686;	Windows-Defender-Group-Policy-Package
1687;	Windows-Defender-Management-Group-Package
1688;	Windows-Defender-Management-Powershell-Group-Package
1689;	Windows-Defender-Management-Powershell-Group-WOW64-Package
1690;	Windows-Defender-Nis-Group-Package
1691;	Windows-Defender-Server-Core-Group-Package
1692;	Windows-Defender-Server-Core-Group-WOW64-Package
1693;	Windows-Defender-Server-Core-Package
1694;	Windows-Defender-Server-Service-Package
1695;	Windows-Defender-Server-Service-WOW64-Package
1696;	WindowsSearchEngineSKU-Group-Package
1697;	WindowsSearchEngineSKU-Group-WOW64-Package
